"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Newington School District","900352140","2018-2019","Fighting and Battery","Incidents","Number","33"
"Newington School District","900352140","2018-2019","Property Damage","Incidents","Number","-9999"
"Newington School District","900352140","2018-2019","Weapons","Incidents","Number","-9999"
"Newington School District","900352140","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","34"
"Newington School District","900352140","2019-2020","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newington School District","900352140","2019-2020","School Policy Violations","Incidents","Number","123"
"Newington School District","900352140","2019-2020","Sexually Related Behavior","Incidents","Number","6"
"Newington School District","900352140","2019-2020","Personally Threatening Behavior","Incidents","Number","17"
"Newington School District","900352140","2019-2020","Theft Related Behaviors","Incidents","Number","6"
"Newington School District","900352140","2019-2020","Physical and Verbal Confrontation","Incidents","Number","18"
"Newington School District","900352140","2019-2020","Fighting and Battery","Incidents","Number","18"
"Newington School District","900352140","2019-2020","Property Damage","Incidents","Number","-9999"
"Newington School District","900352140","2019-2020","Weapons","Incidents","Number","0"
"Newington School District","900352140","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","26"
"Newtown School District","900152980","2009-2010","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2009-2010","School Policy Violations","Incidents","Number","143"
"Newtown School District","900152980","2009-2010","Sexually Related Behavior","Incidents","Number","7"
"Newtown School District","900152980","2009-2010","Personally Threatening Behavior","Incidents","Number","17"
"Newtown School District","900152980","2009-2010","Theft Related Behaviors","Incidents","Number","18"
"Newtown School District","900152980","2009-2010","Physical and Verbal Confrontation","Incidents","Number","10"
"Newtown School District","900152980","2009-2010","Fighting and Battery","Incidents","Number","25"
"Newtown School District","900152980","2009-2010","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2009-2010","Weapons","Incidents","Number","6"
"Newtown School District","900152980","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","18"
"Newtown School District","900152980","2010-2011","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2010-2011","School Policy Violations","Incidents","Number","140"
"Newtown School District","900152980","2010-2011","Sexually Related Behavior","Incidents","Number","13"
"Newtown School District","900152980","2010-2011","Personally Threatening Behavior","Incidents","Number","22"
"Newtown School District","900152980","2010-2011","Theft Related Behaviors","Incidents","Number","16"
"Newtown School District","900152980","2010-2011","Physical and Verbal Confrontation","Incidents","Number","22"
"Newtown School District","900152980","2010-2011","Fighting and Battery","Incidents","Number","35"
"Newtown School District","900152980","2010-2011","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2010-2011","Weapons","Incidents","Number","7"
"Newtown School District","900152980","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","37"
"Newtown School District","900152980","2011-2012","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2011-2012","School Policy Violations","Incidents","Number","95"
"Newtown School District","900152980","2011-2012","Sexually Related Behavior","Incidents","Number","-9999"
"Newtown School District","900152980","2011-2012","Personally Threatening Behavior","Incidents","Number","13"
"Newtown School District","900152980","2011-2012","Theft Related Behaviors","Incidents","Number","7"
"Newtown School District","900152980","2011-2012","Physical and Verbal Confrontation","Incidents","Number","9"
"Newtown School District","900152980","2011-2012","Fighting and Battery","Incidents","Number","24"
"Newtown School District","900152980","2011-2012","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2011-2012","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","20"
"Newtown School District","900152980","2012-2013","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2012-2013","School Policy Violations","Incidents","Number","77"
"Newtown School District","900152980","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"Newtown School District","900152980","2012-2013","Personally Threatening Behavior","Incidents","Number","20"
"Newtown School District","900152980","2012-2013","Theft Related Behaviors","Incidents","Number","-9999"
"Newtown School District","900152980","2012-2013","Physical and Verbal Confrontation","Incidents","Number","24"
"Newtown School District","900152980","2012-2013","Fighting and Battery","Incidents","Number","34"
"Newtown School District","900152980","2012-2013","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2012-2013","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","26"
"Newtown School District","900152980","2013-2014","Violent Crimes Against Persons","Incidents","Number","0"
"Newtown School District","900152980","2013-2014","School Policy Violations","Incidents","Number","65"
"Newtown School District","900152980","2013-2014","Sexually Related Behavior","Incidents","Number","8"
"Newtown School District","900152980","2013-2014","Personally Threatening Behavior","Incidents","Number","26"
"Newtown School District","900152980","2013-2014","Theft Related Behaviors","Incidents","Number","7"
"Newtown School District","900152980","2013-2014","Physical and Verbal Confrontation","Incidents","Number","27"
"Newtown School District","900152980","2013-2014","Fighting and Battery","Incidents","Number","34"
"Newtown School District","900152980","2013-2014","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2013-2014","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","8"
"Newtown School District","900152980","2014-2015","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2014-2015","School Policy Violations","Incidents","Number","112"
"Newtown School District","900152980","2014-2015","Sexually Related Behavior","Incidents","Number","-9999"
"Newtown School District","900152980","2014-2015","Personally Threatening Behavior","Incidents","Number","14"
"Newtown School District","900152980","2014-2015","Theft Related Behaviors","Incidents","Number","7"
"Newtown School District","900152980","2014-2015","Physical and Verbal Confrontation","Incidents","Number","13"
"Newtown School District","900152980","2014-2015","Fighting and Battery","Incidents","Number","25"
"Newtown School District","900152980","2014-2015","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2014-2015","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","28"
"Newtown School District","900152980","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Newtown School District","900152980","2015-2016","School Policy Violations","Incidents","Number","99"
"Newtown School District","900152980","2015-2016","Sexually Related Behavior","Incidents","Number","7"
"Newtown School District","900152980","2015-2016","Personally Threatening Behavior","Incidents","Number","14"
"Newtown School District","900152980","2015-2016","Theft Related Behaviors","Incidents","Number","-9999"
"Newtown School District","900152980","2015-2016","Physical and Verbal Confrontation","Incidents","Number","23"
"Newtown School District","900152980","2015-2016","Fighting and Battery","Incidents","Number","23"
"Newtown School District","900152980","2015-2016","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2015-2016","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","24"
"Newtown School District","900152980","2016-2017","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2016-2017","School Policy Violations","Incidents","Number","109"
"Newtown School District","900152980","2016-2017","Sexually Related Behavior","Incidents","Number","7"
"Newtown School District","900152980","2016-2017","Personally Threatening Behavior","Incidents","Number","14"
"Newtown School District","900152980","2016-2017","Theft Related Behaviors","Incidents","Number","-9999"
"Newtown School District","900152980","2016-2017","Physical and Verbal Confrontation","Incidents","Number","17"
"Newtown School District","900152980","2016-2017","Fighting and Battery","Incidents","Number","21"
"Newtown School District","900152980","2016-2017","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2016-2017","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","58"
"Newtown School District","900152980","2017-2018","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2017-2018","School Policy Violations","Incidents","Number","83"
"Newtown School District","900152980","2017-2018","Sexually Related Behavior","Incidents","Number","-9999"
"Newtown School District","900152980","2017-2018","Personally Threatening Behavior","Incidents","Number","14"
"Newtown School District","900152980","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"Newtown School District","900152980","2017-2018","Physical and Verbal Confrontation","Incidents","Number","9"
"Newtown School District","900152980","2017-2018","Fighting and Battery","Incidents","Number","17"
"Newtown School District","900152980","2017-2018","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2017-2018","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","40"
"Newtown School District","900152980","2018-2019","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2018-2019","School Policy Violations","Incidents","Number","66"
"Newtown School District","900152980","2018-2019","Sexually Related Behavior","Incidents","Number","-9999"
"Newtown School District","900152980","2018-2019","Personally Threatening Behavior","Incidents","Number","10"
"Newtown School District","900152980","2018-2019","Theft Related Behaviors","Incidents","Number","-9999"
"Newtown School District","900152980","2018-2019","Physical and Verbal Confrontation","Incidents","Number","10"
"Newtown School District","900152980","2018-2019","Fighting and Battery","Incidents","Number","7"
"Newtown School District","900152980","2018-2019","Property Damage","Incidents","Number","-9999"
"Newtown School District","900152980","2018-2019","Weapons","Incidents","Number","0"
"Newtown School District","900152980","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","36"
"Newtown School District","900152980","2019-2020","Violent Crimes Against Persons","Incidents","Number","-9999"
"Newtown School District","900152980","2019-2020","School Policy Violations","Incidents","Number","44"
"Newtown School District","900152980","2019-2020","Sexually Related Behavior","Incidents","Number","-9999"
"Newtown School District","900152980","2019-2020","Personally Threatening Behavior","Incidents","Number","15"
"Newtown School District","900152980","2019-2020","Theft Related Behaviors","Incidents","Number","0"
"Newtown School District","900152980","2019-2020","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Newtown School District","900152980","2019-2020","Fighting and Battery","Incidents","Number","6"
"Newtown School District","900152980","2019-2020","Property Damage","Incidents","Number","7"
"Newtown School District","900152980","2019-2020","Weapons","Incidents","Number","-9999"
"Newtown School District","900152980","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","26"
"Norfolk School District","","2009-2010","Violent Crimes Against Persons","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","School Policy Violations","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Sexually Related Behavior","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Personally Threatening Behavior","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Theft Related Behaviors","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Fighting and Battery","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Property Damage","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Weapons","Incidents","Number","-6666"
"Norfolk School District","","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Violent Crimes Against Persons","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","School Policy Violations","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Sexually Related Behavior","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Personally Threatening Behavior","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Theft Related Behaviors","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Fighting and Battery","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Property Damage","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Weapons","Incidents","Number","-6666"
"Norfolk School District","","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Violent Crimes Against Persons","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","School Policy Violations","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Sexually Related Behavior","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Personally Threatening Behavior","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Theft Related Behaviors","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Fighting and Battery","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Property Damage","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Weapons","Incidents","Number","-6666"
"Norfolk School District","","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Violent Crimes Against Persons","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","School Policy Violations","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Sexually Related Behavior","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Personally Threatening Behavior","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Theft Related Behaviors","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Fighting and Battery","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Property Damage","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Weapons","Incidents","Number","-6666"
"Norfolk School District","","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Violent Crimes Against Persons","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","School Policy Violations","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Sexually Related Behavior","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Personally Threatening Behavior","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Theft Related Behaviors","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Fighting and Battery","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Property Damage","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Weapons","Incidents","Number","-6666"
"Norfolk School District","","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"Norfolk School District","","2014-2015","Violent Crimes Against Persons","Incidents","Number","-9999"
"Norfolk School District","","2014-2015","School Policy Violations","Incidents","Number","-9999"
"Norfolk School District","","2014-2015","Sexually Related Behavior","Incidents","Number","0"
"Norfolk School District","","2014-2015","Personally Threatening Behavior","Incidents","Number","-9999"
"Norfolk School District","","2014-2015","Theft Related Behaviors","Incidents","Number","-9999"
"Norfolk School District","","2014-2015","Physical and Verbal Confrontation","Incidents","Number","0"
"Norfolk School District","","2014-2015","Fighting and Battery","Incidents","Number","0"
"Norfolk School District","","2014-2015","Property Damage","Incidents","Number","0"
"Norfolk School District","","2014-2015","Weapons","Incidents","Number","0"
"Norfolk School District","","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Norfolk School District","","2015-2016","Violent Crimes Against Persons","Incidents","Number","0"
"Norfolk School District","","2015-2016","School Policy Violations","Incidents","Number","-9999"
"Norfolk School District","","2015-2016","Sexually Related Behavior","Incidents","Number","0"
"Norfolk School District","","2015-2016","Personally Threatening Behavior","Incidents","Number","-9999"
"Norfolk School District","","2015-2016","Theft Related Behaviors","Incidents","Number","0"
"Norfolk School District","","2015-2016","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Norfolk School District","","2015-2016","Fighting and Battery","Incidents","Number","0"
"Norfolk School District","","2015-2016","Property Damage","Incidents","Number","0"
"Norfolk School District","","2015-2016","Weapons","Incidents","Number","0"
"Norfolk School District","","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Norfolk School District","","2016-2017","Violent Crimes Against Persons","Incidents","Number","0"
"Norfolk School District","","2016-2017","School Policy Violations","Incidents","Number","-9999"
"Norfolk School District","","2016-2017","Sexually Related Behavior","Incidents","Number","0"
"Norfolk School District","","2016-2017","Personally Threatening Behavior","Incidents","Number","0"
"Norfolk School District","","2016-2017","Theft Related Behaviors","Incidents","Number","0"
"Norfolk School District","","2016-2017","Physical and Verbal Confrontation","Incidents","Number","-9999"
"Norfolk School District","","2016-2017","Fighting and Battery","Incidents","Number","-9999"
"Norfolk School District","","2016-2017","Property Damage","Incidents","Number","0"
"Norfolk School District","","2016-2017","Weapons","Incidents","Number","0"
"Norfolk School District","","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Norfolk School District","","2017-2018","Violent Crimes Against Persons","Incidents","Number","0"
"Norfolk School District","","2017-2018","School Policy Violations","Incidents","Number","-9999"
"Norfolk School District","","2017-2018","Sexually Related Behavior","Incidents","Number","0"
"Norfolk School District","","2017-2018","Personally Threatening Behavior","Incidents","Number","0"
"Norfolk School District","","2017-2018","Theft Related Behaviors","Incidents","Number","0"
"Norfolk School District","","2017-2018","Physical and Verbal Confrontation","Incidents","Number","0"
"Norfolk School District","","2017-2018","Fighting and Battery","Incidents","Number","0"
"Norfolk School District","","2017-2018","Property Damage","Incidents","Number","0"
"Norfolk School District","","2017-2018","Weapons","Incidents","Number","0"
"Norfolk School District","","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Norfolk School District","","2018-2019","Violent Crimes Against Persons","Incidents","Number","0"
"Norfolk School District","","2018-2019","School Policy Violations","Incidents","Number","-9999"
"Norfolk School District","","2018-2019","Sexually Related Behavior","Incidents","Number","0"
"Norfolk School District","","2018-2019","Personally Threatening Behavior","Incidents","Number","0"
"Norfolk School District","","2018-2019","Theft Related Behaviors","Incidents","Number","0"
"Norfolk School District","","2018-2019","Physical and Verbal Confrontation","Incidents","Number","0"
"Norfolk School District","","2018-2019","Fighting and Battery","Incidents","Number","-9999"
"Norfolk School District","","2018-2019","Property Damage","Incidents","Number","0"
"Norfolk School District","","2018-2019","Weapons","Incidents","Number","0"
"Norfolk School District","","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","0"
"Norfolk School District","","2019-2020","Violent Crimes Against Persons","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","School Policy Violations","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Sexually Related Behavior","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Personally Threatening Behavior","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Theft Related Behaviors","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Physical and Verbal Confrontation","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Fighting and Battery","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Property Damage","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Weapons","Incidents","Number","-6666"
"Norfolk School District","","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","-6666"
"North Branford School District","900953890","2009-2010","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2009-2010","School Policy Violations","Incidents","Number","368"
"North Branford School District","900953890","2009-2010","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2009-2010","Personally Threatening Behavior","Incidents","Number","38"
"North Branford School District","900953890","2009-2010","Theft Related Behaviors","Incidents","Number","8"
"North Branford School District","900953890","2009-2010","Physical and Verbal Confrontation","Incidents","Number","28"
"North Branford School District","900953890","2009-2010","Fighting and Battery","Incidents","Number","63"
"North Branford School District","900953890","2009-2010","Property Damage","Incidents","Number","16"
"North Branford School District","900953890","2009-2010","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number","14"
"North Branford School District","900953890","2010-2011","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2010-2011","School Policy Violations","Incidents","Number","491"
"North Branford School District","900953890","2010-2011","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2010-2011","Personally Threatening Behavior","Incidents","Number","44"
"North Branford School District","900953890","2010-2011","Theft Related Behaviors","Incidents","Number","-9999"
"North Branford School District","900953890","2010-2011","Physical and Verbal Confrontation","Incidents","Number","20"
"North Branford School District","900953890","2010-2011","Fighting and Battery","Incidents","Number","50"
"North Branford School District","900953890","2010-2011","Property Damage","Incidents","Number","11"
"North Branford School District","900953890","2010-2011","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number","17"
"North Branford School District","900953890","2011-2012","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2011-2012","School Policy Violations","Incidents","Number","240"
"North Branford School District","900953890","2011-2012","Sexually Related Behavior","Incidents","Number","0"
"North Branford School District","900953890","2011-2012","Personally Threatening Behavior","Incidents","Number","22"
"North Branford School District","900953890","2011-2012","Theft Related Behaviors","Incidents","Number","9"
"North Branford School District","900953890","2011-2012","Physical and Verbal Confrontation","Incidents","Number","45"
"North Branford School District","900953890","2011-2012","Fighting and Battery","Incidents","Number","26"
"North Branford School District","900953890","2011-2012","Property Damage","Incidents","Number","0"
"North Branford School District","900953890","2011-2012","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number","10"
"North Branford School District","900953890","2012-2013","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2012-2013","School Policy Violations","Incidents","Number","392"
"North Branford School District","900953890","2012-2013","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2012-2013","Personally Threatening Behavior","Incidents","Number","31"
"North Branford School District","900953890","2012-2013","Theft Related Behaviors","Incidents","Number","-9999"
"North Branford School District","900953890","2012-2013","Physical and Verbal Confrontation","Incidents","Number","30"
"North Branford School District","900953890","2012-2013","Fighting and Battery","Incidents","Number","23"
"North Branford School District","900953890","2012-2013","Property Damage","Incidents","Number","-9999"
"North Branford School District","900953890","2012-2013","Weapons","Incidents","Number","0"
"North Branford School District","900953890","2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number","17"
"North Branford School District","900953890","2013-2014","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2013-2014","School Policy Violations","Incidents","Number","235"
"North Branford School District","900953890","2013-2014","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2013-2014","Personally Threatening Behavior","Incidents","Number","23"
"North Branford School District","900953890","2013-2014","Theft Related Behaviors","Incidents","Number","6"
"North Branford School District","900953890","2013-2014","Physical and Verbal Confrontation","Incidents","Number","22"
"North Branford School District","900953890","2013-2014","Fighting and Battery","Incidents","Number","-9999"
"North Branford School District","900953890","2013-2014","Property Damage","Incidents","Number","-9999"
"North Branford School District","900953890","2013-2014","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number","11"
"North Branford School District","900953890","2014-2015","Violent Crimes Against Persons","Incidents","Number","0"
"North Branford School District","900953890","2014-2015","School Policy Violations","Incidents","Number","250"
"North Branford School District","900953890","2014-2015","Sexually Related Behavior","Incidents","Number","7"
"North Branford School District","900953890","2014-2015","Personally Threatening Behavior","Incidents","Number","19"
"North Branford School District","900953890","2014-2015","Theft Related Behaviors","Incidents","Number","8"
"North Branford School District","900953890","2014-2015","Physical and Verbal Confrontation","Incidents","Number","15"
"North Branford School District","900953890","2014-2015","Fighting and Battery","Incidents","Number","18"
"North Branford School District","900953890","2014-2015","Property Damage","Incidents","Number","-9999"
"North Branford School District","900953890","2014-2015","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number","21"
"North Branford School District","900953890","2015-2016","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2015-2016","School Policy Violations","Incidents","Number","157"
"North Branford School District","900953890","2015-2016","Sexually Related Behavior","Incidents","Number","8"
"North Branford School District","900953890","2015-2016","Personally Threatening Behavior","Incidents","Number","21"
"North Branford School District","900953890","2015-2016","Theft Related Behaviors","Incidents","Number","-9999"
"North Branford School District","900953890","2015-2016","Physical and Verbal Confrontation","Incidents","Number","22"
"North Branford School District","900953890","2015-2016","Fighting and Battery","Incidents","Number","10"
"North Branford School District","900953890","2015-2016","Property Damage","Incidents","Number","17"
"North Branford School District","900953890","2015-2016","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number","10"
"North Branford School District","900953890","2016-2017","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2016-2017","School Policy Violations","Incidents","Number","111"
"North Branford School District","900953890","2016-2017","Sexually Related Behavior","Incidents","Number","6"
"North Branford School District","900953890","2016-2017","Personally Threatening Behavior","Incidents","Number","18"
"North Branford School District","900953890","2016-2017","Theft Related Behaviors","Incidents","Number","-9999"
"North Branford School District","900953890","2016-2017","Physical and Verbal Confrontation","Incidents","Number","13"
"North Branford School District","900953890","2016-2017","Fighting and Battery","Incidents","Number","8"
"North Branford School District","900953890","2016-2017","Property Damage","Incidents","Number","-9999"
"North Branford School District","900953890","2016-2017","Weapons","Incidents","Number","7"
"North Branford School District","900953890","2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number","11"
"North Branford School District","900953890","2017-2018","Violent Crimes Against Persons","Incidents","Number","0"
"North Branford School District","900953890","2017-2018","School Policy Violations","Incidents","Number","83"
"North Branford School District","900953890","2017-2018","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2017-2018","Personally Threatening Behavior","Incidents","Number","22"
"North Branford School District","900953890","2017-2018","Theft Related Behaviors","Incidents","Number","-9999"
"North Branford School District","900953890","2017-2018","Physical and Verbal Confrontation","Incidents","Number","14"
"North Branford School District","900953890","2017-2018","Fighting and Battery","Incidents","Number","8"
"North Branford School District","900953890","2017-2018","Property Damage","Incidents","Number","0"
"North Branford School District","900953890","2017-2018","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2017-2018","Drugs, Alcohol, Tobacco","Incidents","Number","31"
"North Branford School District","900953890","2018-2019","Violent Crimes Against Persons","Incidents","Number","-9999"
"North Branford School District","900953890","2018-2019","School Policy Violations","Incidents","Number","97"
"North Branford School District","900953890","2018-2019","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2018-2019","Personally Threatening Behavior","Incidents","Number","19"
"North Branford School District","900953890","2018-2019","Theft Related Behaviors","Incidents","Number","-9999"
"North Branford School District","900953890","2018-2019","Physical and Verbal Confrontation","Incidents","Number","23"
"North Branford School District","900953890","2018-2019","Fighting and Battery","Incidents","Number","21"
"North Branford School District","900953890","2018-2019","Property Damage","Incidents","Number","-9999"
"North Branford School District","900953890","2018-2019","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2018-2019","Drugs, Alcohol, Tobacco","Incidents","Number","22"
"North Branford School District","900953890","2019-2020","Violent Crimes Against Persons","Incidents","Number","0"
"North Branford School District","900953890","2019-2020","School Policy Violations","Incidents","Number","49"
"North Branford School District","900953890","2019-2020","Sexually Related Behavior","Incidents","Number","-9999"
"North Branford School District","900953890","2019-2020","Personally Threatening Behavior","Incidents","Number","16"
"North Branford School District","900953890","2019-2020","Theft Related Behaviors","Incidents","Number","0"
"North Branford School District","900953890","2019-2020","Physical and Verbal Confrontation","Incidents","Number","20"
"North Branford School District","900953890","2019-2020","Fighting and Battery","Incidents","Number","12"
"North Branford School District","900953890","2019-2020","Property Damage","Incidents","Number","-9999"
"North Branford School District","900953890","2019-2020","Weapons","Incidents","Number","-9999"
"North Branford School District","900953890","2019-2020","Drugs, Alcohol, Tobacco","Incidents","Number","14"
"North Canaan School District","","2009-2010","Violent Crimes Against Persons","Incidents","Number","0"
"North Canaan School District","","2009-2010","School Policy Violations","Incidents","Number","10"
"North Canaan School District","","2009-2010","Sexually Related Behavior","Incidents","Number","0"
"North Canaan School District","","2009-2010","Personally Threatening Behavior","Incidents","Number","7"
"North Canaan School District","","2009-2010","Theft Related Behaviors","Incidents","Number","-9999"
"North Canaan School District","","2009-2010","Physical and Verbal Confrontation","Incidents","Number","-9999"
"North Canaan School District","","2009-2010","Fighting and Battery","Incidents","Number","-9999"
